id,word,countsize,length,texts_aggregated,wcavg
11594,archaeological,6,14,100,0.06
11595,strenuous,1,9,100,0.01
11596,webby,1,5,100,0.01
11597,perversely,3,10,100,0.03
11598,seasonable,1,10,100,0.01
11599,feather,2,7,100,0.02
11600,capricorn,1,9,100,0.01
11601,papist,1,6,100,0.01
11602,papal,1,5,100,0.01
11603,botswanan,1,9,100,0.01
11604,pilgrimage,8,10,100,0.08
11605,enkidu,2,6,100,0.02
11606,longitude,1,9,100,0.01
11607,oneness,1,7,100,0.01
11608,humorless,1,9,100,0.01
11609,contrive,1,8,100,0.01
11610,lowering,2,8,100,0.02
11611,temporary,7,9,100,0.07
11612,homosexuality,1,13,100,0.01
11613,unfettered,1,10,100,0.01
11614,congealed,4,9,100,0.04
11615,chains,6,6,100,0.06
11616,searcher,1,8,100,0.01
11617,formula,5,7,100,0.05
11618,abode,1,5,100,0.01
11619,socialization,1,13,100,0.01
11620,prosecution,1,11,100,0.01
11621,geometrically,1,13,100,0.01
11622,timothy,7,7,100,0.07
11623,decompose,1,9,100,0.01
11624,glimpse,11,7,100,0.11
11625,inoculating,1,11,100,0.01
11626,altruistic,1,10,100,0.01
11627,sanitized,1,9,100,0.01
11628,reticence,1,9,100,0.01
11629,goering,1,7,100,0.01
11630,connector,1,9,100,0.01
11631,warhol,1,6,100,0.01
11632,kinetic,1,7,100,0.01
11633,whipping,1,8,100,0.01
11634,nixon,5,5,100,0.05
11635,ethnographer,2,12,100,0.02
11636,elicited,1,8,100,0.01
11637,indeterminacy,7,13,100,0.07
11638,camus,2,5,100,0.02
11639,latinate,1,8,100,0.01
11640,disordered,1,10,100,0.01
11641,zealand,1,7,100,0.01
11642,nominate,1,8,100,0.01
11643,salinger,1,8,100,0.01
11644,seth,4,4,100,0.04
11645,prehension,1,10,100,0.01
11646,barefoot,1,8,100,0.01
11647,escort,2,6,100,0.02
11648,megalomaniacal,1,14,100,0.01
11649,purposeless,4,11,100,0.04
11650,ergo,1,4,100,0.01
11651,sly,1,3,100,0.01
11652,cluttered,1,9,100,0.01
11653,unchanging,2,10,100,0.02
11654,centerpiece,5,11,100,0.05
11655,dropper,1,7,100,0.01
11656,panhandle,2,9,100,0.02
11657,proboscis,2,9,100,0.02
11658,ruminate,1,8,100,0.01
11659,lemonade,1,8,100,0.01
11660,neanderthal,3,11,100,0.03
11661,affirmed,2,8,100,0.02
11662,recapitulate,2,12,100,0.02
11663,crucial,1,7,100,0.01
11664,javanese,1,8,100,0.01
11665,hokey,1,5,100,0.01
11666,cellulose,1,9,100,0.01
11667,calcutta,3,8,100,0.03
11668,flaming,4,7,100,0.04
11669,manus,1,5,100,0.01
11670,crispy,1,6,100,0.01
11671,tiger,4,5,100,0.04
11672,dedicate,1,8,100,0.01
11673,wardrobe,1,8,100,0.01
11674,philosophizing,2,14,100,0.02
11675,detriment,3,9,100,0.03
11676,accuse,2,6,100,0.02
11677,hooker,1,6,100,0.01
11678,mechanized,2,10,100,0.02
11679,pompeii,2,7,100,0.02
11680,percolate,8,9,100,0.08
11681,conveyance,1,10,100,0.01
11682,arapaho,1,7,100,0.01
11683,fetishist,1,9,100,0.01
11684,tyke,2,4,100,0.02
11685,sprinkler,1,9,100,0.01
11686,enlarged,1,8,100,0.01
11687,hamlet,2,6,100,0.02
11688,stir,4,4,100,0.04
11689,discreet,3,8,100,0.03
11690,bob,6,3,100,0.06
11691,thickening,1,10,100,0.01
11692,spiritually,8,11,100,0.08
11693,particularity,1,13,100,0.01
11694,prejudiced,1,10,100,0.01
11695,enact,1,5,100,0.01
11696,ozone,5,5,100,0.05
11697,assembling,1,10,100,0.01
11698,onion,4,5,100,0.04
11699,palatable,5,9,100,0.05
11700,ruckus,1,6,100,0.01
11701,cheerfulness,1,12,100,0.01
11702,voluntary,6,9,100,0.06
11703,flats,1,5,100,0.01
11704,hitherto,1,8,100,0.01
11705,warrior,2,7,100,0.02
11706,abdication,1,10,100,0.01
11707,kirghizia,1,9,100,0.01
11708,detach,1,6,100,0.01
11709,digest,6,6,100,0.06
11710,denizen,2,7,100,0.02
11711,revenue,1,7,100,0.01
11712,conqueror,1,9,100,0.01
11713,thales,2,6,100,0.02
11714,abortion,2,8,100,0.02
11715,blameless,1,9,100,0.01
11716,norse,1,5,100,0.01
11717,falsification,1,13,100,0.01
11718,inviolate,2,9,100,0.02
11719,chalcedony,1,10,100,0.01
11720,linnaean,3,8,100,0.03
11721,payback,5,7,100,0.05
11722,phlogiston,1,10,100,0.01
11723,nipple,2,6,100,0.02
11724,skillful,2,8,100,0.02
11725,taylor,1,6,100,0.01
11726,bimbo,1,5,100,0.01
11727,urine,3,5,100,0.03
11728,infotainment,1,12,100,0.01
11729,localization,1,12,100,0.01
11730,lurch,1,5,100,0.01
11731,gracefully,2,10,100,0.02
11732,connective,1,10,100,0.01
11733,slashed,1,7,100,0.01
11734,surfer,1,6,100,0.01
11735,feminism,27,8,100,0.27
11736,shuffling,1,9,100,0.01
11737,teleological,7,12,100,0.07
11738,toledo,1,6,100,0.01
11739,scurrying,1,9,100,0.01
11740,expressionistic,1,15,100,0.01
11741,mendacious,1,10,100,0.01
11742,lemon,1,5,100,0.01
11743,unreliable,2,10,100,0.02
11744,futurity,1,8,100,0.01
11745,tonality,1,8,100,0.01
11746,endemic,10,7,100,0.1
11747,lightening,2,10,100,0.02
11748,submission,1,10,100,0.01
11749,reproduce,6,9,100,0.06
11750,gandhi,1,6,100,0.01
11751,assemblage,2,10,100,0.02
11752,smack,1,5,100,0.01
11753,thirdly,2,7,100,0.02
11754,pickled,3,7,100,0.03
11755,cautionary,2,10,100,0.02
11756,noted,7,5,100,0.07
11757,azerbaijan,1,10,100,0.01
11758,transmission,8,12,100,0.08
11759,interspecies,3,12,100,0.03
11760,miniaturize,1,11,100,0.01
11761,eurasian,5,8,100,0.05
11762,wordlessly,1,10,100,0.01
11763,jugular,1,7,100,0.01
11764,itch,7,4,100,0.07
11765,holiday,1,7,100,0.01
11766,insensitivity,2,13,100,0.02
11767,sensation,9,9,100,0.09
11768,stoke,1,5,100,0.01
11769,ala,1,3,100,0.01
11770,plaything,1,9,100,0.01
11771,isotopic,1,8,100,0.01
11772,acres,7,5,100,0.07
11773,pliers,1,6,100,0.01
11774,inhibited,4,9,100,0.04
11775,kg,2,2,100,0.02
11776,scornful,1,8,100,0.01
11777,scream,5,6,100,0.05
11778,sublime,4,7,100,0.04
11779,dole,3,4,100,0.03
11780,ji,1,2,100,0.01
11781,cosmetic,2,8,100,0.02
11782,withdrawal,5,10,100,0.05
11783,elevator,6,8,100,0.06
11784,stripe,4,6,100,0.04
11785,hop,1,3,100,0.01
11786,hoe,6,3,100,0.06
11787,irrevocably,2,11,100,0.02
11788,asimov,1,6,100,0.01
11789,puny,1,4,100,0.01
11790,avignon,1,7,100,0.01
11791,shamanize,2,9,100,0.02
11792,synchrony,1,9,100,0.01
11793,optical,6,7,100,0.06
11794,debauchery,1,10,100,0.01
11795,solidness,1,9,100,0.01
11796,counting,2,8,100,0.02
11797,grumpiness,1,10,100,0.01
11798,childlike,3,9,100,0.03
11799,pyramidal,1,9,100,0.01
11800,vengeance,1,9,100,0.01
11801,immaturity,2,10,100,0.02
11802,dormitory,1,9,100,0.01
11803,fanatical,1,9,100,0.01
11804,contestable,1,11,100,0.01
11805,permanence,4,10,100,0.04
11806,popularly,2,9,100,0.02
11807,irrationality,1,13,100,0.01
11808,narwhale,1,8,100,0.01
11809,pizzazz,1,7,100,0.01
11810,ecuadorian,2,10,100,0.02
11811,hapless,3,7,100,0.03
11812,nearest,8,7,100,0.08
11813,supersonic,2,10,100,0.02
11814,snowfall,1,8,100,0.01
11815,ciliary,1,7,100,0.01
11816,sicken,1,6,100,0.01
11817,hermann,1,7,100,0.01
11818,sarah,1,5,100,0.01
11819,howdy,1,5,100,0.01
11820,condescending,2,13,100,0.02
11821,heretical,5,9,100,0.05
11822,coughing,3,8,100,0.03
11823,execute,4,7,100,0.04
11824,downsizing,1,10,100,0.01
11825,fad,5,3,100,0.05
11826,gnome,2,5,100,0.02
11827,drawers,6,7,100,0.06
11828,unpretentious,1,13,100,0.01
11829,cohere,1,6,100,0.01
11830,obnoxious,3,9,100,0.03
11831,scintilla,9,9,100,0.09
11832,rote,2,4,100,0.02
11833,greenwich,2,9,100,0.02
11834,needle,1,6,100,0.01
11835,trimmed,1,7,100,0.01
11836,traumatize,1,10,100,0.01
11837,codon,1,5,100,0.01
11838,capsule,3,7,100,0.03
11839,fable,2,5,100,0.02
11840,deserving,1,9,100,0.01
11841,premature,4,9,100,0.04
11842,incontrovertible,9,16,100,0.09
11843,morale,2,6,100,0.02
11844,captivity,1,9,100,0.01
11845,maelstrom,4,9,100,0.04
11846,attic,4,5,100,0.04
11847,chernobyl,3,9,100,0.03
11848,realness,1,8,100,0.01
11849,blindly,5,7,100,0.05
11850,crosshairs,2,10,100,0.02
11851,tennessee,1,9,100,0.01
11852,koch,2,4,100,0.02
11853,unregulated,2,11,100,0.02
11854,subsidiary,1,10,100,0.01
11855,pilgrim,1,7,100,0.01
11856,fungal,11,6,100,0.11
11857,infrared,2,8,100,0.02
11858,approachable,1,12,100,0.01
11859,authentication,1,14,100,0.01
11860,threaded,1,8,100,0.01
11861,whisky,1,6,100,0.01
11862,umbria,1,6,100,0.01
11863,gritty,4,6,100,0.04
11864,stimulation,5,11,100,0.05
11865,bubble,10,6,100,0.1
11866,patty,1,5,100,0.01
11867,skim,2,4,100,0.02
11868,lesbian,1,7,100,0.01
11869,dearest,1,7,100,0.01
11870,libertarian,1,11,100,0.01
11871,southeast,4,9,100,0.04
11872,believable,3,10,100,0.03
11873,inca,1,4,100,0.01
11874,reflector,1,9,100,0.01
11875,untamed,1,7,100,0.01
11876,fruiting,2,8,100,0.02
11877,thief,2,5,100,0.02
11878,skew,2,4,100,0.02
11879,irritability,1,12,100,0.01
11880,discriminating,3,14,100,0.03
11881,bleak,2,5,100,0.02
11882,inflection,2,10,100,0.02
11883,slurry,1,6,100,0.01
11884,accusation,1,10,100,0.01
11885,delusional,3,10,100,0.03
11886,behaviorism,1,11,100,0.01
11887,foodstuff,1,9,100,0.01
11888,wei,1,3,100,0.01
11889,categorization,2,14,100,0.02
11890,proven,5,6,100,0.05
11891,houseplant,2,10,100,0.02
11892,retire,1,6,100,0.01
11893,safely,3,6,100,0.03
11894,understandable,7,14,100,0.07
11895,understandably,1,14,100,0.01
11896,morrow,1,6,100,0.01
11897,cute,2,4,100,0.02
11898,fissionable,2,11,100,0.02
11899,unsubtle,2,8,100,0.02
11900,protracted,2,10,100,0.02
11901,tokyo,4,5,100,0.04
11902,protection,1,10,100,0.01
11903,humility,6,8,100,0.06
11904,revolve,2,7,100,0.02
11905,haphazard,2,9,100,0.02
11906,outreach,1,8,100,0.01
11907,tundra,3,6,100,0.03
11908,elation,2,7,100,0.02
11909,tummy,1,5,100,0.01
11910,explainable,1,11,100,0.01
11911,decibel,1,7,100,0.01
11912,desiccate,1,9,100,0.01
11913,illicit,1,7,100,0.01
11914,passenger,1,9,100,0.01
11915,saturation,1,10,100,0.01
11916,unmitigated,1,11,100,0.01
11917,muddy,1,5,100,0.01
11918,transduction,2,12,100,0.02
11919,classified,2,10,100,0.02
11920,stoning,2,7,100,0.02
11921,deconstructionism,2,17,100,0.02
11922,supporting,6,10,100,0.06
11923,unfortunate,2,11,100,0.02
11924,phantasmagoria,1,14,100,0.01
11925,referendum,1,10,100,0.01
11926,wordsworth,2,10,100,0.02
11927,apperception,11,12,100,0.11
11928,heaving,1,7,100,0.01
11929,incorporated,4,12,100,0.04
11930,frankfort,3,9,100,0.03
11931,palpitating,1,11,100,0.01
11932,satanism,1,8,100,0.01
11933,shockingly,1,10,100,0.01
11934,pepper,3,6,100,0.03
11935,landmass,4,8,100,0.04
11936,snobbery,1,8,100,0.01
11937,clad,1,4,100,0.01
11938,berserk,2,7,100,0.02
11939,caliphate,1,9,100,0.01
11940,cleavage,4,8,100,0.04
11941,bloodshed,3,9,100,0.03
11942,abreast,1,7,100,0.01
11943,skirting,1,8,100,0.01
11944,undeniable,2,10,100,0.02
11945,phonograph,3,10,100,0.03
11946,southwestern,2,12,100,0.02
11947,thimble,4,7,100,0.04
11948,diversion,2,9,100,0.02
11949,hood,3,4,100,0.03
11950,dah,1,3,100,0.01
11951,frantically,5,11,100,0.05
11952,credo,1,5,100,0.01
11953,rightfully,1,10,100,0.01
11954,ally,8,4,100,0.08
11955,lao,4,3,100,0.04
11956,coax,8,4,100,0.08
11957,baghdad,2,7,100,0.02
11958,wily,4,4,100,0.04
11959,auto,4,4,100,0.04
11960,polyphonic,1,10,100,0.01
11961,populous,1,8,100,0.01
11962,indwelling,5,10,100,0.05
11963,commercialized,2,14,100,0.02
11964,sinner,1,6,100,0.01
11965,beethoven,7,9,100,0.07
11966,discourage,1,10,100,0.01
11967,ashtray,1,7,100,0.01
11968,responsive,2,10,100,0.02
11969,blueprint,6,9,100,0.06
11970,cleft,8,5,100,0.08
11971,megalomania,3,11,100,0.03
11972,confrontational,2,15,100,0.02
11973,hairy,1,5,100,0.01
11974,certify,1,7,100,0.01
11975,incan,1,5,100,0.01
11976,drenched,1,8,100,0.01
11977,baba,6,4,100,0.06
11978,knockoff,1,8,100,0.01
11979,sunday,3,6,100,0.03
11980,bachelor,2,8,100,0.02
11981,carpophore,2,10,100,0.02
11982,grandiosity,2,11,100,0.02
11983,canonized,2,9,100,0.02
11984,priesthood,7,10,100,0.07
11985,cob,1,3,100,0.01
11986,rotting,2,7,100,0.02
11987,discretion,1,10,100,0.01
11988,valium,4,6,100,0.04
11989,spaghetti,2,9,100,0.02
11990,chicago,3,7,100,0.03
11991,formalism,4,9,100,0.04
11992,issuance,1,8,100,0.01
11993,estrangement,2,12,100,0.02
11994,roommate,3,8,100,0.03
11995,umayyad,1,7,100,0.01
11996,solitaire,1,9,100,0.01
11997,cleanliness,6,11,100,0.06
11998,victorian,10,9,100,0.1
11999,hierarchically,7,14,100,0.07
12000,musician,3,8,100,0.03
12001,auckland,1,8,100,0.01
12002,gusto,1,5,100,0.01
12003,raven,1,5,100,0.01
12004,hokum,1,5,100,0.01
12005,hedged,2,6,100,0.02
12006,reflexive,2,9,100,0.02
12007,skull,3,5,100,0.03
12008,gatekeeper,1,10,100,0.01
12009,barren,1,6,100,0.01
12010,codification,1,12,100,0.01
12011,mohammad,2,8,100,0.02
12012,airliner,3,8,100,0.03
12013,brussels,1,8,100,0.01
12014,objectively,2,11,100,0.02
12015,feasting,1,8,100,0.01
12016,macho,2,5,100,0.02
12017,ersatz,3,6,100,0.03
12018,legendary,2,9,100,0.02
12019,obsessively,3,11,100,0.03
12020,glistening,1,10,100,0.01
12021,materialistic,8,13,100,0.08
12022,kennedy,1,7,100,0.01
12023,depressing,2,10,100,0.02
12024,papaya,3,6,100,0.03
12025,convalescence,1,13,100,0.01
12026,revealing,10,9,100,0.1
12027,evaluate,1,8,100,0.01
12028,caste,1,5,100,0.01
12029,adjustment,2,10,100,0.02
12030,cranial,1,7,100,0.01
12031,prowess,2,7,100,0.02
12032,impressionistic,1,15,100,0.01
12033,arabic,2,6,100,0.02
12034,poignancy,5,9,100,0.05
12035,gutter,3,6,100,0.03
12036,trent,1,5,100,0.01
12037,ethos,4,5,100,0.04
12038,terminus,1,8,100,0.01
12039,cleansing,4,9,100,0.04
12040,origen,1,6,100,0.01
12041,breakage,2,8,100,0.02
12042,estrogen,1,8,100,0.01
12043,jackass,2,7,100,0.02
12044,bougainville,1,12,100,0.01
12045,plumber,1,7,100,0.01
12046,parmenides,5,10,100,0.05
12047,harangue,1,8,100,0.01
12048,ivory,8,5,100,0.08
12049,permissiveness,2,14,100,0.02
12050,vortex,7,6,100,0.07
12051,evisceration,1,12,100,0.01
12052,chariot,4,7,100,0.04
12053,muslim,2,6,100,0.02
12054,shame,2,5,100,0.02
12055,disputed,1,8,100,0.01
12056,rabidly,1,7,100,0.01
12057,teeming,2,7,100,0.02
12058,martin,4,6,100,0.04
12059,workhorse,2,9,100,0.02
12060,suffocate,1,9,100,0.01
12061,skinny,4,6,100,0.04
12062,bereavement,1,11,100,0.01
12063,carthage,1,8,100,0.01
12064,ilium,1,5,100,0.01
12065,petrarch,1,8,100,0.01
12066,paradisiacal,2,12,100,0.02
12067,augment,2,7,100,0.02
12068,latte,1,5,100,0.01
12069,obscene,9,7,100,0.09
12070,embody,4,6,100,0.04
12071,derangement,2,11,100,0.02
12072,console,1,7,100,0.01
12073,nameless,1,8,100,0.01
12074,disagreement,2,12,100,0.02
12075,rib,1,3,100,0.01
12076,swinging,3,8,100,0.03
12077,bugaboo,1,7,100,0.01
12078,ergot,19,5,100,0.19
12079,patina,3,6,100,0.03
12080,receptacle,1,10,100,0.01
12081,elimination,2,11,100,0.02
12082,khan,1,4,100,0.01
12083,staggers,2,8,100,0.02
12084,chic,1,4,100,0.01
12085,province,8,8,100,0.08
12086,downtrodden,3,11,100,0.03
12087,gallon,2,6,100,0.02
12088,breach,1,6,100,0.01
12089,inferiority,1,11,100,0.01
12090,cobalt,2,6,100,0.02
12091,affability,1,10,100,0.01
12092,blowgun,1,7,100,0.01
12093,fund,5,4,100,0.05
12094,ultraviolet,2,11,100,0.02
12095,soho,1,4,100,0.01
12096,narcissistic,10,12,100,0.1
12097,obligatory,3,10,100,0.03
12098,noisy,3,5,100,0.03
12099,tacit,1,5,100,0.01
12100,rembrandt,2,9,100,0.02
12101,esthete,1,7,100,0.01
12102,dictatorship,1,12,100,0.01
12103,bicameral,4,9,100,0.04
12104,dissatisfaction,2,15,100,0.02
12105,blindness,8,9,100,0.08
12106,railing,1,7,100,0.01
12107,airhead,2,7,100,0.02
12108,fringe,9,6,100,0.09
12109,tying,3,5,100,0.03
12110,beastly,2,7,100,0.02
12111,fabricate,1,9,100,0.01
12112,churning,1,8,100,0.01
12113,squeezing,1,9,100,0.01
12114,pentagon,3,8,100,0.03
12115,hygienic,1,8,100,0.01
12116,uncounted,1,9,100,0.01
12117,prohibition,3,11,100,0.03
12118,questionable,1,12,100,0.01
12119,communal,5,8,100,0.05
12120,lifeboat,1,8,100,0.01
12121,stainless,1,9,100,0.01
12122,rail,2,4,100,0.02
12123,clocks,2,6,100,0.02
12124,rathole,1,7,100,0.01
12125,sober,5,5,100,0.05
12126,coven,1,5,100,0.01
12127,genteel,1,7,100,0.01
12128,handshake,1,9,100,0.01
12129,unsung,3,6,100,0.03
12130,ulcerated,1,9,100,0.01
12131,tung,1,4,100,0.01
12132,yamamoto,1,8,100,0.01
12133,miscarriage,1,11,100,0.01
12134,dating,6,6,100,0.06
12135,tilt,3,4,100,0.03
12136,inducement,1,10,100,0.01
12137,lightheartedness,1,16,100,0.01
12138,clenched,2,8,100,0.02
12139,inducing,8,8,100,0.08
12140,hmong,1,5,100,0.01
12141,upjohn,1,6,100,0.01
12142,arrest,2,6,100,0.02
12143,victimized,3,10,100,0.03
12144,bach,4,4,100,0.04
12145,hertz,7,5,100,0.07
12146,bowls,2,5,100,0.02
12147,marking,3,7,100,0.03
12148,cultured,1,8,100,0.01
12149,serpent,4,7,100,0.04
12150,scriptural,2,10,100,0.02
12151,bailey,4,6,100,0.04
12152,veneer,1,6,100,0.01
12153,cagey,1,5,100,0.01
12154,theosophist,1,11,100,0.01
12155,duchamp,3,7,100,0.03
12156,nude,2,4,100,0.02
12157,unveil,1,6,100,0.01
12158,unfathomable,2,12,100,0.02
12159,groove,3,6,100,0.03
12160,treacherous,1,11,100,0.01
12161,laos,3,4,100,0.03
12162,slimy,4,5,100,0.04
12163,politeness,1,10,100,0.01
12164,displeased,1,10,100,0.01
12165,szechuan,2,8,100,0.02
12166,flak,1,4,100,0.01
12167,precarious,1,10,100,0.01
12168,chained,3,7,100,0.03
12169,scintillating,3,13,100,0.03
12170,cessation,1,9,100,0.01
12171,financing,1,9,100,0.01
12172,leafy,1,5,100,0.01
12173,guatemalan,1,10,100,0.01
12174,indigenous,9,10,100,0.09
12175,dug,5,3,100,0.05
12176,cowtown,1,7,100,0.01
12177,monotony,3,8,100,0.03
12178,outlawed,1,8,100,0.01
12179,cerebrospinal,1,13,100,0.01
12180,formosa,2,7,100,0.02
12181,coleus,1,6,100,0.01
12182,morph,1,5,100,0.01
12183,korzybski,3,9,100,0.03
12184,excess,7,6,100,0.07
12185,impoverish,1,10,100,0.01
12186,favorable,3,9,100,0.03
12187,esthetics,1,9,100,0.01
12188,bantam,7,6,100,0.07
12189,fasten,2,6,100,0.02
12190,edible,3,6,100,0.03
12191,notably,3,7,100,0.03
12192,termination,2,11,100,0.02
12193,puberty,7,7,100,0.07
12194,reagan,5,6,100,0.05
12195,secretiveness,1,13,100,0.01
12196,pandemic,3,8,100,0.03
12197,surroundings,2,12,100,0.02
12198,uninformed,2,10,100,0.02
12199,temporarily,5,11,100,0.05
12200,vividly,1,7,100,0.01
12201,jester,1,6,100,0.01
12202,intimidated,2,11,100,0.02
12203,sporulation,2,11,100,0.02
12204,superfluous,4,11,100,0.04
12205,jam,2,3,100,0.02
12206,weave,5,5,100,0.05
12207,bacterial,3,9,100,0.03
12208,catatonic,1,9,100,0.01
12209,hyperactive,1,11,100,0.01
12210,mainline,1,8,100,0.01
12211,hindbrain,3,9,100,0.03
12212,diss,1,4,100,0.01
12213,regrettably,1,11,100,0.01
12214,enslave,3,7,100,0.03
12215,antarctic,3,9,100,0.03
12216,prairie,1,7,100,0.01
12217,chara,2,5,100,0.02
12218,michigan,2,8,100,0.02
12219,glitter,1,7,100,0.01
12220,vary,6,4,100,0.06
12221,migraine,4,8,100,0.04
12222,engrossed,1,9,100,0.01
12223,junky,1,5,100,0.01
12224,untangle,1,8,100,0.01
12225,seasonably,1,10,100,0.01
12226,ghastly,3,7,100,0.03
12227,contributing,3,12,100,0.03
12228,pickle,1,6,100,0.01
12229,chromosomal,1,11,100,0.01
12230,philosophic,2,11,100,0.02
12231,vulnerable,3,10,100,0.03
12232,populated,4,9,100,0.04
12233,sworn,1,5,100,0.01
12234,breathtaking,2,12,100,0.02
12235,clench,2,6,100,0.02
12236,intersect,3,9,100,0.03
12237,stack,4,5,100,0.04
12238,fauna,3,5,100,0.03
12239,baking,1,6,100,0.01
12240,checkbook,2,9,100,0.02
12241,succumb,1,7,100,0.01
12242,weaving,5,7,100,0.05
12243,varying,9,7,100,0.09
12244,cannibal,1,8,100,0.01
12245,dissolver,2,9,100,0.02
12246,drool,1,5,100,0.01
12247,irregular,1,9,100,0.01
12248,willfully,2,9,100,0.02
12249,barkley,1,7,100,0.01
12250,rubbery,5,7,100,0.05
12251,koran,1,5,100,0.01
12252,specious,2,8,100,0.02
12253,exultant,1,8,100,0.01
12254,expressly,1,9,100,0.01
12255,pothead,1,7,100,0.01
12256,dedication,6,10,100,0.06
12257,alcott,1,6,100,0.01
12258,arundo,6,6,100,0.06
12259,verbally,2,8,100,0.02
12260,schooling,4,9,100,0.04
12261,zoological,2,10,100,0.02
12262,gravitate,3,9,100,0.03
12263,protruding,2,10,100,0.02
12264,aghast,2,6,100,0.02
12265,salivation,1,10,100,0.01
12266,implicated,4,10,100,0.04
12267,yogurt,1,6,100,0.01
12268,seriousness,2,11,100,0.02
12269,motive,3,6,100,0.03
12270,subjection,1,10,100,0.01
12271,impermeable,3,11,100,0.03
12272,pilot,3,5,100,0.03
12273,departure,6,9,100,0.06
12274,sojourn,2,7,100,0.02
12275,enchilada,1,9,100,0.01
12276,receipts,4,8,100,0.04
12277,notorious,1,9,100,0.01
12278,congener,1,8,100,0.01
12279,megalomanic,1,11,100,0.01
12280,attentive,1,9,100,0.01
12281,monotypic,1,9,100,0.01
12282,influential,2,11,100,0.02
12283,bespectacled,1,12,100,0.01
12284,wittgensteinian,1,15,100,0.01
12285,hound,4,5,100,0.04
12286,crete,11,5,100,0.11
12287,personalized,1,12,100,0.01
12288,herbert,4,7,100,0.04
12289,hobby,1,5,100,0.01
12290,abnormally,1,10,100,0.01
12291,freebie,1,7,100,0.01
12292,percolation,6,11,100,0.06
12293,module,1,6,100,0.01
12294,gym,1,3,100,0.01
12295,jinx,1,4,100,0.01
12296,kali,4,4,100,0.04
12297,adrenaline,2,10,100,0.02
12298,drooping,1,8,100,0.01
12299,lid,10,3,100,0.1
12300,technicolor,1,11,100,0.01
12301,immaterial,1,10,100,0.01
12302,moroccan,1,8,100,0.01
12303,etching,1,7,100,0.01
12304,nihilistic,1,10,100,0.01
12305,canasta,1,7,100,0.01
12306,cognitively,2,11,100,0.02
12307,nu,1,2,100,0.01
12308,farrow,1,6,100,0.01
12309,grower,14,6,100,0.14
12310,lebanese,2,8,100,0.02
12311,route,6,5,100,0.06
12312,argyreia,12,8,100,0.12
12313,mauve,2,5,100,0.02
12314,cordage,1,7,100,0.01
12315,deleterious,1,11,100,0.01
12316,transmute,3,9,100,0.03
12317,urchin,7,6,100,0.07
12318,orrery,1,6,100,0.01
12319,problematic,5,11,100,0.05
12320,reverent,1,8,100,0.01
12321,countryside,4,11,100,0.04
12322,magellan,9,8,100,0.09
12323,hasheesh,3,8,100,0.03
12324,yarn,2,4,100,0.02
12325,jelly,2,5,100,0.02
12326,vaulted,4,7,100,0.04
12327,salient,1,7,100,0.01
12328,calender,1,8,100,0.01
12329,dissipated,2,10,100,0.02
12330,kent,1,4,100,0.01
12331,domed,3,5,100,0.03
12332,inimitable,1,10,100,0.01
12333,ancillary,4,9,100,0.04
12334,elementary,2,10,100,0.02
12335,valet,1,5,100,0.01
12336,indirect,3,8,100,0.03
12337,alphabetical,1,12,100,0.01
12338,fluctuate,4,9,100,0.04
12339,cohesiveness,2,12,100,0.02
12340,hooking,2,7,100,0.02
12341,tastefully,1,10,100,0.01
12342,choir,3,5,100,0.03
12343,streamline,1,10,100,0.01
12344,kindle,1,6,100,0.01
12345,peek,1,4,100,0.01
12346,organismic,2,10,100,0.02
12347,excreting,1,9,100,0.01
12348,coalesced,1,9,100,0.01
12349,trickster,1,9,100,0.01
12350,resonating,1,10,100,0.01
12351,exteriorize,3,11,100,0.03
12352,propel,8,6,100,0.08
12353,morass,1,6,100,0.01
12354,expendable,2,10,100,0.02
12355,fudge,1,5,100,0.01
12356,woodcut,1,7,100,0.01
12357,rationalize,1,11,100,0.01
12358,vacillate,3,9,100,0.03
12359,linnean,1,7,100,0.01
12360,aryan,3,5,100,0.03
12361,malleability,3,12,100,0.03
12362,coalesce,1,8,100,0.01
12363,bolivia,2,7,100,0.02
12364,sumerian,1,8,100,0.01
12365,intimidating,1,12,100,0.01
12366,innumerable,2,11,100,0.02
12367,inst,1,4,100,0.01
12368,wakefulness,1,11,100,0.01
12369,preoccupation,1,13,100,0.01
12370,abound,1,6,100,0.01
12371,dismissal,1,9,100,0.01
12372,repository,9,10,100,0.09
12373,savior,2,6,100,0.02
12374,eleventh,3,8,100,0.03
12375,lodge,2,5,100,0.02
12376,specially,2,9,100,0.02
12377,antares,1,7,100,0.01
12378,itching,3,7,100,0.03
12379,pussycat,1,8,100,0.01
12380,athos,1,5,100,0.01
12381,unavoidable,1,11,100,0.01
12382,geographical,5,12,100,0.05
12383,communally,1,10,100,0.01
12384,staid,2,5,100,0.02
12385,bigfoot,1,7,100,0.01
12386,exceptionable,1,13,100,0.01
12387,roughshod,1,9,100,0.01
12388,shades,3,6,100,0.03
12389,unsanctioned,1,12,100,0.01
12390,interlude,3,9,100,0.03
12391,intransigent,2,12,100,0.02
12392,hearsay,1,7,100,0.01
12393,disabuse,4,8,100,0.04
12394,stupor,4,6,100,0.04
12395,subtly,2,6,100,0.02
12396,commander,1,9,100,0.01
12397,laboring,3,8,100,0.03
12398,artistically,2,12,100,0.02
12399,sticking,7,8,100,0.07
12400,unite,1,5,100,0.01
12401,anatomy,1,7,100,0.01
